CVEGEO,colonia_cve,cuadrante_id,Industria,Comercio,Servicios
0901000010898031,1119,017,1,4,5
0901000012269024,1082,014,0,0,0
0901000011472068,1030,011,1,1,0
0901000011824024,1135,0110,0,3,2
0901000012377004,1081,018,0,0,0
0901000012358031,281,011,0,0,0
0901000012358023,281,011,0,0,0
0901000012358022,281,011,0,0,0
0901000012343007,1051,013,1,3,4
0901000012201018,1061,015,0,0,0
0901000012146008,268,017,0,0,0
0901000012019005,1055,013,1,3,0
0901000011947026,1068,014,3,2,2
0901000011928021,1023,012,0,0,0
0901000011665059,1127,016,0,1,0
0901000011557054,1068,014,0,0,1
0901000011557013,1068,014,0,1,0
0901000011241017,304,016,0,0,8
0901000011237009,302,016,1,1,7
0901000011218011,300,016,3,0,4
090100001103A012,956,015,0,2,0
0901000011010006,957,015,1,1,1
0901000010991025,262,013,0,0,0
0901000010845001,265,0111,1,2,3
0901000010493022,998,018,1,2,1
0901000010489010,1027,016,0,0,0
0901000010455018,1067,014,2,8,5
0901000010385034,1019,014,0,0,0
0901000010101001,982,013,0,0,1
0901000012377021,997,018,0,1,0
0901000012362035,997,018,2,6,23
0901000012358032,281,011,0,0,0
0901000012324030,1062,015,3,7,5
0901000012324029,1063,015,0,0,0
0901000012324021,1063,015,0,1,0
090100001231A015,1062,015,0,0,0
0901000012292056,1089,017,0,0,0
0901000012292038,1810,0110,0,2,3
0901000012292032,1088,017,0,0,0
0901000012292023,1088,017,0,1,0
0901000012292014,1088,017,0,0,0
0901000012292012,1087,017,0,1,1
0901000012292004,1087,017,0,2,2
0901000012288028,1121,017,0,0,0
0901000011858021,301,014,0,0,0
0901000011858018,301,014,1,1,11
0901000011843015,1132,019,1,2,0
0901000012131009,962,018,0,0,0
0901000011839014,1143,0110,1,2,5
0901000011824013,1135,0110,0,0,0
0901000011824012,1134,0110,1,10,7
0901000011805008,974,012,2,3,4
0901000011805007,974,012,0,0,1
0901000011792033,1000,013,0,0,1
0901000011792032,1000,013,1,1,0
0901000011773016,969,015,0,0,1
0901000011773015,969,015,0,0,2
0901000011773007,969,015,1,0,0
0901000011769089,287,011,0,2,1
0901000011881046,1104,016,0,0,0
0901000011769054,286,016,0,1,3
0901000011970019,1016,016,3,8,7
0901000011843003,1132,019,1,5,1
0901000011773030,271,012,3,6,5
090100001174A026,293,012,0,0,0
090100001174A012,293,012,1,2,0
090100001174A011,293,012,0,4,0
0901000011735076,289,012,0,0,0
0901000011735066,1261,012,1,0,1
0901000011735065,1260,012,0,0,0
0901000011720052,288,011,0,0,0
0901000011720040,287,011,0,4,1
0901000011716077,294,012,0,0,0
0901000012235007,1106,016,0,0,0
0901000011716068,294,012,0,0,0
0901000011684055,296,018,0,0,0
0901000011684023,949,018,0,0,0
0901000012131026,990,018,0,0,0
0901000011684022,296,018,1,10,3
0901000011684010,949,018,1,0,0
0901000011650011,1114,017,0,0,0
0901000011646053,1114,017,0,1,0
0901000011646052,1114,017,0,0,1
0901000011646021,1128,017,0,1,0
0901000011631065,1107,016,1,2,0
0901000011631064,1107,016,0,2,0
0901000011627042,1111,017,4,20,3
0901000011627016,1095,017,0,0,4
0901000011627004,1095,017,1,0,0
0901000011595090,1055,013,0,0,1
0901000011595013,1055,013,1,2,2
0901000011595004,1055,013,1,3,1
0901000011580075,1071,018,0,0,0
0901000011580066,1071,018,0,0,0
0901000011716076,295,018,1,2,0
0901000011561020,1056,013,0,1,1
0901000011561019,1056,013,0,0,1
0901000011561002,1056,013,0,1,0
0901000011561001,1056,013,0,0,0
0901000011557055,1068,014,1,4,10
0901000011542047,280,011,0,11,31
0901000011523025,1017,016,0,1,0
0901000011523018,1016,016,0,0,0
0901000011519009,1016,016,2,6,3
0901000011487017,1057,013,0,1,4
0901000011487016,1043,013,0,0,0
0901000011487007,1057,013,0,3,0
0901000011472016,1032,011,0,1,0
0901000012235029,1106,016,0,0,0
0901000011453022,993,014,1,3,4
0901000011453005,1019,014,0,0,0
0901000011434034,1004,013,0,0,3
0901000011434024,1004,013,0,1,1
0901000011434015,1004,013,0,1,0
0901000011379061,280,011,2,3,23
0901000012023019,1076,015,0,4,1
0901000011364018,294,012,0,6,4
090100001135A051,287,011,0,0,0
090100001135A037,287,011,0,4,2
090100001135A035,287,011,2,28,15
090100001135A023,287,011,0,1,2
0901000011453035,993,014,0,1,0
0901000011345005,288,017,0,0,1
0901000011330050,288,017,1,6,3
0901000011307007,303,0110,0,0,4
0901000011307006,303,0110,0,0,0
0901000011294010,303,0113,0,0,3
0901000011260007,303,019,0,0,0
0901000011241046,304,017,0,0,0
0901000011241036,304,017,0,0,0
0901000011241035,1814,016,0,1,5
0901000011241019,304,016,0,0,1
0901000011241018,304,016,0,1,6
0901000011260016,303,0111,0,0,1
0901000011237001,304,016,0,1,0
0901000011222028,302,016,1,4,3
0901000011222018,302,016,3,2,1
0901000011222005,302,016,4,5,13
0901000011222004,302,016,1,8,7
0901000011218040,300,014,0,0,0
0901000011190015,302,014,0,2,17
0901000011190007,1815,014,0,1,1
0901000011186017,952,016,0,0,0
0901000011237010,304,016,0,4,6
0901000011186007,301,016,1,5,8
0901000011148048,1123,013,0,0,0
0901000011148047,1123,013,0,0,0
0901000011133015,306,021,0,1,2
0901000011133014,306,015,0,5,12
0901000011133005,306,015,0,1,0
0901000011129017,306,015,0,1,2
0901000011114014,1815,011,1,7,1
0901000011078049,1134,013,0,0,0
0901000011078048,1133,0110,0,0,0
0901000011078038,1133,0110,1,4,0
0901000011078019,1133,0110,0,2,0
0901000011044010,951,011,1,5,8
0901000011044003,951,011,0,2,4
0901000011044002,951,011,0,0,2
090100001103A016,952,016,0,1,0
090100001103A005,955,015,0,3,7
0901000011006001,262,013,0,0,4
0901000010991017,262,013,0,1,1
0901000010991009,262,013,1,2,2
0901000010987018,264,011,1,7,15
0901000010968029,1809,015,0,0,0
0901000010968028,1810,015,0,0,1
0901000010968027,1809,015,0,1,0
0901000010968026,1809,015,0,1,0
0901000010968025,1810,015,0,0,2
090100001092A023,265,015,0,3,3
090100001092A013,953,015,1,2,1
090100001092A004,953,015,2,0,0
090100001092A003,953,015,0,0,1
0901000010915017,1084,017,0,0,0
0901000010900019,1119,017,2,1,0
0901000010898023,1119,017,1,3,2
090100001092A048,1809,015,0,3,1
0901000010864002,1065,015,0,0,0
0901000010845019,265,0111,0,0,2
0901000010845011,265,0111,1,3,7
0901000010845002,265,0111,1,0,2
0901000010811010,958,0111,0,0,1
0901000010811009,958,0111,0,1,0
0901000010741046,1807,019,0,1,0
0901000010741045,1807,019,0,0,0
0901000010741044,960,019,0,0,1
0901000010718016,959,0110,0,0,0
0901000010690039,265,0110,0,0,0
0901000010671014,1080,014,0,0,0
0901000010667030,1085,015,0,1,0
0901000010667016,1078,015,0,5,3
0901000010667006,1078,015,3,3,1
0901000010614002,1808,019,1,3,2
0901000010614001,1808,019,0,1,3
090100001060A021,1808,019,0,1,1
0901000010597025,990,018,1,2,2
0901000010597015,998,018,0,0,2
0901000010563020,1070,018,0,4,4
0901000010563004,1072,018,0,7,8
0901000010559023,1080,014,0,1,7
0901000010559022,1080,014,1,1,2
0901000010559003,1080,014,0,2,3
0901000010559002,1080,014,0,0,5
0901000010510012,267,017,1,4,10
0901000010597024,998,018,2,2,1
0901000010510011,267,017,1,1,1
0901000010510002,267,017,0,0,4
0901000010493025,990,018,1,2,5
0901000010474038,989,016,0,0,0
0901000010474005,989,016,0,0,0
0901000010455032,1067,014,0,2,1
0901000010455021,1067,014,0,3,0
0901000010455019,1067,014,0,0,0
0901000010440005,1052,013,1,0,4
0901000010421039,966,017,0,0,0
0901000010421005,966,016,4,16,16
0901000010351034,1042,012,0,0,0
0901000010351020,1040,012,0,2,1
0901000010351011,1042,012,0,2,0
0901000010332008,1039,012,4,5,10
0901000010328038,1046,011,0,0,0
0901000010328037,1049,011,0,1,0
0901000010328025,276,012,0,1,1
0901000010328024,276,012,0,0,0
0901000010328016,1038,012,3,13,14
0901000010296012,276,011,2,65,47
0901000010277003,999,014,0,0,0
0901000010262005,999,014,0,0,0
0901000010262004,999,014,0,0,0
0901000010258009,999,014,0,0,0
0901000010243039,985,014,0,7,3
090100001021A009,999,014,0,0,0
090100001021A008,999,014,0,0,0
0901000010205009,999,014,0,0,0
090100001014A002,1005,013,0,2,4
090100001014A001,1005,013,0,0,2
0901000010135052,964,015,0,0,0
0901000010135043,968,015,0,1,4
0901000010099021,1001,013,0,0,0
0901000010099012,1001,013,1,0,2
0901000010031021,273,011,0,4,139
0901000010031020,274,011,1,7,4
0901000010031002,273,011,1,2,3
0901000010031001,273,011,0,1,1
0901000010027012,272,012,0,0,1
0901000010012009,272,012,0,3,2
0901000010012008,272,011,0,1,5
0901000011792022,1000,013,0,0,1
0901000011523004,1015,016,0,1,1
0901000011133002,306,015,0,0,0
0901000011078026,1130,013,0,0,3
0901000010489001,1027,018,0,5,0
0901000010690029,265,0110,0,0,0
0901000010296018,276,011,0,3,4
0901000010296017,276,011,1,6,6
0901000010296009,276,011,0,1,0
0901000010243022,995,014,1,1,0
0901000010243006,1006,014,0,4,4
0901000010239022,999,014,0,0,0
0901000010239021,999,014,0,0,0
0901000010239011,999,014,0,1,0
0901000010239010,999,014,0,0,0
0901000010169006,1007,013,0,0,0
0901000012254029,1100,017,0,0,0
0901000012254028,1100,017,0,1,0
0901000012254027,1100,017,0,1,0
090100001224A031,1101,017,0,0,0
090100001224A022,1080,014,0,0,0
0901000012235005,1106,016,0,0,0
0901000012220023,1092,016,0,2,0
0901000012220010,1093,015,0,2,0
0901000012220008,1093,016,0,2,0
0901000012216025,1086,015,0,1,1
0901000012199014,1138,0110,0,3,3
0901000012199006,1138,0110,0,1,0
0901000012184028,1143,0110,0,6,11
0901000012184021,1143,0110,0,0,0
0901000012184006,1091,017,0,0,1
0901000012184005,1091,017,0,0,0
0901000012112033,989,016,2,3,1
0901000012112026,989,016,1,0,1
0901000012095021,1065,015,0,4,2
0901000012095002,1075,015,0,6,8
0901000012061064,1022,012,0,0,0
0901000012061042,1010,012,0,0,0
0901000012061041,1010,012,0,0,0
0901000012061037,276,012,0,3,4
0901000012061035,276,012,0,1,4
0901000012061005,275,013,0,0,0
0901000012057039,296,018,0,1,0
0901000012057021,296,018,0,4,8
0901000012042019,296,018,0,0,0
0901000012038040,1110,016,0,0,0
0901000012038039,1110,016,0,0,0
0901000012038037,1109,016,1,1,1
0901000012038035,1110,016,0,0,0
0901000012038033,1106,016,2,10,4
0901000012038032,1108,016,0,0,0
0901000012038031,1108,016,0,1,0
0901000012038006,1109,016,0,2,0
0901000012038005,1109,016,0,0,1
0901000012023001,1094,016,0,0,0
0901000011985044,1014,016,0,2,0
0901000011985036,1069,016,1,5,0
0901000011985003,1014,016,0,5,3
0901000011970018,1016,016,0,1,1
0901000011951009,1024,016,0,2,2
0901000011947029,1068,014,0,0,0
0901000011947011,1044,014,2,2,1
0901000011913042,1023,012,0,0,0
0901000011913022,1042,012,0,0,0
0901000011913009,1023,012,0,0,0
0901000011881054,1104,016,0,0,0
0901000011881024,1104,016,0,0,1
0901000011881004,1104,016,0,3,1
0901000011913032,1019,012,0,2,0
0901000011913023,1041,012,0,0,0
090100001014A016,1005,013,0,0,6
090100001014A006,1005,013,0,4,1
0901000010101031,982,013,0,0,0
0901000010101020,982,013,0,0,0
0901000010099035,981,013,0,0,0
0901000010099034,981,013,0,0,0
0901000010099033,981,013,0,0,1
0901000010046001,976,011,0,5,2
0901000010987017,264,011,0,7,25
0901000010968010,1810,015,0,0,0
0901000010417040,987,014,0,0,0
0901000010347014,1053,012,0,0,0
0901000012201019,1061,015,0,0,0
0901000012184003,1091,017,0,0,0
0901000012184002,1091,017,0,0,0
0901000010614010,1808,019,0,1,6
0901000010243008,1008,014,2,6,1
0901000010101002,982,013,0,0,3
0901000010065013,271,012,0,3,1
0901000010031019,273,011,0,0,2
090100001014A007,1005,013,0,1,0
0901000010597006,998,018,1,2,8
0901000011519062,1019,014,0,1,0
0901000011345045,288,017,0,1,0
0901000011345044,288,017,0,1,0
0901000012358024,281,011,0,0,0
0901000012358001,281,011,0,0,0
0901000011966018,1026,014,0,2,0
0901000012343023,1055,013,0,3,1
0901000012343016,1051,013,0,0,0
0901000012343015,1055,013,0,6,3
090100001231A006,1062,015,0,0,0
0901000012305009,1062,015,0,1,1
0901000012292065,1082,017,0,2,2
0901000012292003,1087,017,1,3,4
0901000012288020,1120,017,0,1,0
0901000012288011,1103,017,0,0,0
0901000012288001,1091,017,0,1,0
0901000012269012,1080,014,0,0,0
090100001224A007,1115,017,0,0,0
090100001224A006,1115,017,0,1,1
0901000012235033,1105,016,0,0,0
0901000012235032,1105,016,0,2,0
0901000012235031,1105,016,0,1,0
0901000012235030,1105,016,1,4,3
0901000012216017,285,015,0,0,0
0901000012201023,1058,015,0,0,0
0901000012201022,1058,015,0,1,0
0901000012201021,1062,015,2,3,2
0901000012165015,1070,018,4,15,14
0901000012165007,998,018,0,2,1
0901000012165006,998,018,0,2,2
0901000012150020,267,017,2,0,5
0901000012150019,267,017,1,0,2
0901000012150003,268,017,1,0,1
0901000012150002,268,017,1,3,6
0901000012112011,1013,016,0,0,0
0901000012112002,991,014,0,0,17
0901000012112001,991,014,1,10,3
0901000012108019,987,014,0,3,3
0901000012108010,987,014,0,1,0
0901000012108009,987,014,0,2,2
0901000012108008,987,014,1,5,5
0901000012076017,978,011,0,2,0
0901000012076004,275,013,0,2,0
0901000012061075,276,011,0,0,0
0901000012057020,296,018,3,2,3
0901000012057012,296,018,0,2,0
0901000012057011,296,018,2,3,5
0901000012057005,296,018,0,2,0
0901000012042029,296,018,1,2,3
0901000012038013,1109,016,0,1,0
0901000012038012,1109,016,0,0,0
0901000012038011,1110,016,0,0,2
090100001199A006,1014,016,0,0,1
090100001199A005,1014,016,0,1,1
0901000011966017,1044,014,0,0,0
0901000011966008,1026,014,0,1,4
0901000011966001,1026,014,4,8,5
0901000011951028,1024,016,0,0,3
0901000011928036,1023,012,0,0,0
0901000011928024,1023,012,0,0,0
0901000011928015,1023,012,0,0,0
0901000011881003,1104,016,0,0,0
0901000012019006,1055,013,0,3,2
090100001199A015,1014,016,0,11,8
090100001199A007,1014,016,0,1,0
0901000011843046,1132,019,0,0,0
0901000011843045,1132,019,0,0,0
090100001181A021,1138,0110,1,5,2
090100001181A013,1135,0110,0,0,0
090100001181A012,1135,0110,0,0,0
090100001181A003,1135,0110,1,1,0
090100001181A002,1135,0110,1,2,1
0901000011805018,983,013,0,1,1
0901000011788018,967,015,2,3,4
0901000011788010,967,015,0,1,1
0901000011773041,971,015,1,4,0
0901000011773031,271,012,3,7,6
0901000011769036,287,017,0,3,5
090100001174A069,293,012,0,5,0
0901000011735023,1261,012,1,5,3
0901000011735015,289,012,1,4,0
0901000011735004,289,012,1,11,5
0901000011716058,295,018,0,1,1
0901000011716046,295,018,0,0,0
0901000011716023,294,012,0,0,1
0901000011699004,296,018,0,0,0
0901000011684056,949,018,1,0,6
0901000011665063,1125,016,0,0,0
0901000011665051,1127,016,0,1,0
0901000011665016,1113,016,0,1,3
0901000011650086,1118,017,0,1,0
0901000011650085,1121,017,0,0,0
0901000011650075,1121,017,0,1,0
0901000011650064,1114,017,0,1,0
0901000011631055,1107,016,0,1,0
0901000011631046,1107,016,0,0,0
0901000011631037,1113,016,0,9,3
0901000011631024,1108,016,1,3,1
0901000011580065,1071,018,0,0,0
0901000011580058,1073,018,0,0,0
0901000011580054,1071,018,1,1,0
0901000011580049,1072,018,0,1,3
0901000011580028,1071,018,0,1,1
0901000011580014,1071,018,1,3,2
0901000011557042,1068,014,0,0,0
0901000011557027,1057,013,0,0,2
0901000011557025,1056,013,0,1,0
0901000011557016,1067,014,0,0,0
0901000011557014,1067,014,0,0,0
0901000011557005,1068,014,0,3,1
0901000011519063,1018,016,0,0,0
0901000011519052,1018,016,0,0,0
0901000011519051,1018,016,0,1,0
0901000011519034,1016,016,1,4,6
0901000011519019,1016,016,2,4,2
0901000011519010,1016,016,0,1,1
0901000011472015,1032,011,0,1,0
0901000011453048,993,014,1,0,0
0901000011453036,993,014,0,2,1
0901000011379060,280,011,0,1,13
0901000011364056,294,012,1,2,3
0901000011364044,294,012,0,0,0
0901000011364019,294,012,0,6,3
090100001135A022,287,011,1,1,0
090100001135A008,287,011,1,25,2
090100001135A002,287,011,0,5,2
090100001135A001,287,011,1,20,6
0901000011345038,288,017,2,10,7
0901000011345022,288,017,0,3,6
0901000011307023,303,0113,0,2,4
090100001128A026,303,0111,1,23,33
090100001167A012,294,012,2,19,2
0901000011665064,1125,016,0,0,0
0901000011646008,1128,017,0,8,3
0901000011595080,1055,013,0,0,4
0901000011561036,1056,013,0,0,0
0901000011542054,280,011,0,1,2
0901000011523017,1015,016,0,2,0
090100001135A044,287,011,0,21,5
0901000011881040,1104,016,0,0,0
0901000011330058,1122,019,0,0,4
0901000011307014,303,0113,1,0,0
0901000011294005,303,0112,0,0,0
0901000011241011,304,016,0,1,3
0901000011222017,302,016,0,1,0
0901000011222016,302,016,0,3,3
0901000011190008,304,016,3,45,33
0901000011152011,1130,013,0,1,1
0901000011133030,306,015,0,2,7
0901000011133023,306,015,0,0,0
0901000011114013,1815,011,0,0,2
090100001110A003,952,016,0,1,21
0901000011646009,1114,017,0,1,0
0901000011063018,262,013,0,0,1
0901000011044011,951,011,0,7,11
0901000011025003,1143,015,0,1,3
0901000012292013,1088,017,0,0,0
0901000011434006,1004,013,0,3,0
0901000010099011,1001,013,0,1,1
0901000010099010,1001,013,0,1,1
0901000010101005,982,013,0,0,0
0901000010050003,974,012,0,3,1
0901000010046036,976,011,0,0,0
0901000010046013,975,013,0,1,1
0901000010991001,262,013,0,1,7
0901000010968011,1810,015,3,1,3
0901000010968009,1810,015,0,5,1
0901000010915016,1084,017,0,1,2
0901000010915006,1082,0110,0,0,0
0901000010830008,265,0111,0,0,0
0901000010830007,265,0111,0,0,0
0901000010760001,959,0111,0,0,3
0901000010633015,1808,019,0,1,5
0901000010614012,1808,019,0,1,2
0901000010544007,1071,014,0,4,3
0901000010506004,990,016,2,3,2
0901000010421026,988,016,0,1,3
0901000010421016,990,017,0,1,1
0901000011928035,1023,012,0,0,0
0901000010328050,1046,011,0,0,0
0901000010309032,1031,011,0,1,0
0901000010296021,276,011,0,0,0
0901000010239001,999,014,0,1,3
0901000010224005,999,014,0,0,0
090100001014A020,1005,013,0,0,1
090100001014A011,1005,013,1,1,5
090100001014A010,1005,013,1,6,1
0901000010084001,1001,013,2,4,4
0901000010031010,273,011,0,9,8
0901000010328049,1046,011,0,0,0
0901000010544016,1071,014,0,6,1
0901000012150018,268,017,4,4,3
0901000011773025,972,015,0,0,10
0901000010525019,267,017,0,1,1
0901000010224003,999,014,0,0,0
0901000010169020,1007,012,0,0,0
0901000010050011,974,012,0,1,0
0901000012358015,281,011,0,0,0
0901000012343026,1055,013,0,0,4
0901000012343022,1055,013,0,3,22
0901000012343021,1051,011,0,0,0
0901000012343014,1051,013,3,3,2
0901000012343013,1051,013,0,4,1
0901000012343012,1051,013,0,4,2
0901000012343011,1055,013,1,4,4
0901000012339029,281,011,0,0,0
0901000012339022,1048,011,0,0,0
0901000012339011,281,011,0,4,7
0901000012324014,1063,015,0,1,0
0901000010741014,960,019,0,0,0
090100001231A022,1062,015,0,3,1
090100001231A014,1062,015,0,3,0
0901000012292047,1087,017,0,0,0
0901000012292037,265,015,1,0,0
0901000012292031,1088,017,0,0,0
0901000012292030,1088,017,0,0,0
0901000012292010,1087,017,1,5,10
0901000012292002,1087,017,0,5,2
0901000012292001,1087,017,1,4,2
0901000012288027,1091,017,0,0,0
0901000012288018,1120,017,0,2,1
0901000012288010,1091,017,0,1,0
0901000012288009,1091,017,1,5,0
0901000012269011,1080,014,0,0,0
0901000012269010,1080,014,0,0,0
0901000012269002,1082,014,0,3,0
0901000012254026,1100,017,0,1,0
0901000012254025,1100,017,0,1,0
0901000012254024,1100,017,0,0,0
0901000012254023,1100,017,0,0,0
0901000012254022,1100,017,0,1,0
0901000012254008,1100,017,0,1,3
0901000012254005,1100,017,0,0,0
090100001224A030,1101,017,0,0,0
090100001224A029,1115,017,0,0,1
090100001224A020,1115,017,3,14,13
090100001224A005,1115,017,1,1,1
090100001224A004,1115,017,0,1,0
0901000012235027,1106,016,0,1,0
0901000012235026,1105,016,0,0,1
0901000012235025,1107,016,0,0,0
0901000012235022,1107,016,0,0,0
0901000012235021,1107,016,0,0,0
0901000012235013,1107,016,0,0,0
0901000012235003,1106,016,0,0,0
0901000012235002,1106,016,0,0,0
0901000012220022,1092,016,0,3,1
0901000012220009,1093,016,0,0,0
0901000012220006,1093,015,0,0,0
0901000012216033,1062,015,0,0,0
0901000012216024,1086,015,0,2,0
0901000012216011,285,015,0,2,0
0901000012201030,283,015,0,1,2
0901000012201020,1061,015,0,1,0
0901000012201017,285,015,0,1,0
0901000012201013,1060,015,0,0,0
0901000012201004,1059,015,0,0,0
0901000012201003,1059,015,0,0,0
0901000012199005,1138,0110,0,3,1
090100001231A004,1062,015,0,0,0
0901000012184019,1143,0110,0,1,1
0901000012165014,998,018,1,1,5
0901000012165013,998,018,2,3,2
0901000012165005,998,018,0,2,3
0901000012165004,998,018,0,1,0
0901000012165003,998,018,2,0,0
0901000012146027,268,017,0,0,0
0901000012146018,268,017,0,0,0
0901000012146007,268,017,0,0,0
0901000012131024,990,018,1,21,22
0901000012131018,962,018,0,0,0
0901000012131008,1808,018,0,0,1
0901000012112032,989,016,0,9,6
0901000012112024,989,016,3,5,4
0901000012184027,1143,0110,1,5,2
0901000012108025,988,016,0,2,2
0901000012108024,993,014,2,6,7
0901000012108018,987,014,0,1,1
0901000012108017,987,014,0,1,0
0901000012108006,987,014,0,0,0
0901000012108002,987,014,0,8,1
0901000012095038,1075,015,0,0,0
0901000012095029,1075,015,0,0,0
0901000012095028,1075,015,0,0,0
0901000012095020,1065,015,1,17,10
0901000012076001,275,013,0,4,6
0901000012254006,1100,017,0,1,0
0901000012061062,276,012,0,0,0
0901000012061034,276,012,0,1,5
0901000012061033,1022,012,0,0,0
0901000012061032,1022,012,0,0,0
0901000012061031,1022,012,0,0,0
0901000012061003,275,013,0,0,1
0901000012057038,296,018,0,0,0
0901000012057029,296,018,0,0,0
0901000012057019,296,018,0,0,0
0901000012057010,296,018,0,0,1
0901000012057003,296,018,3,8,11
0901000012042028,296,018,3,6,5
0901000012042027,295,018,0,3,0
0901000012042018,296,018,0,1,0
0901000012042017,296,018,0,0,1
0901000012042009,296,018,0,0,0
0901000012038047,1109,016,0,2,0
0901000012038028,1095,016,1,8,3
0901000012038027,1095,017,0,1,0
0901000012038026,1109,016,0,0,3
0901000012038025,1108,016,0,7,7
0901000012038024,1109,016,0,2,2
0901000012038023,1110,016,0,0,0
0901000012038003,1109,016,0,1,1
0901000012038001,1110,016,0,0,0
0901000012023032,1077,015,0,0,0
0901000012023031,1077,015,0,0,0
0901000012023015,1094,016,0,0,0
0901000012023014,1094,016,0,0,0
0901000012023013,1094,016,1,0,0
0901000012019032,1055,013,0,0,0
090100001199A026,989,016,0,1,0
0901000011947028,1068,014,0,1,0
0901000011947027,1068,014,0,1,1
0901000011947020,1026,014,2,6,3
0901000011947010,1068,014,2,3,2
0901000011947004,1044,014,0,1,1
0901000011932032,1068,014,0,1,0
0901000011928033,1023,012,0,0,0
0901000011928032,1023,012,0,0,0
0901000011928031,1023,012,0,0,0
0901000011928023,1023,012,0,0,0
0901000011928014,1023,012,0,0,0
0901000011928006,1023,012,0,0,0
0901000011913040,1023,012,0,0,0
0901000011913039,1023,012,0,0,0
0901000011913031,1019,012,0,0,0
0901000011913019,1023,012,0,0,0
0901000011913008,1023,012,0,0,0
0901000011881053,1104,016,0,0,0
0901000011881014,1104,016,0,0,0
0901000011881002,1104,016,0,0,0
0901000011881001,1104,016,0,0,0
0901000011858017,301,014,2,2,6
0901000012235024,1107,016,0,1,0
0901000012235023,1107,016,0,0,0
0901000012150017,267,017,1,3,1
0901000012150011,268,017,0,3,2
0901000012150001,268,017,0,3,2
0901000012112041,1012,014,0,2,3
0901000012112010,988,016,0,6,1
0901000012108004,987,014,0,1,1
0901000012108003,987,014,1,6,2
0901000012076036,275,013,0,0,0
0901000012061074,276,011,0,0,0
0901000012061004,275,012,0,0,0
0901000012057018,296,018,0,0,0
0901000012038046,1109,016,0,0,0
0901000012038022,1110,016,0,0,0
0901000012023029,1094,016,0,1,1
0901000012019020,1055,013,0,1,0
0901000012019018,1055,013,0,1,1
090100001199A003,1014,016,1,0,0
0901000011970004,1021,016,0,2,1
0901000011970002,1021,016,0,5,1
0901000011951036,1024,016,0,0,1
0901000011932031,1068,014,0,1,0
0901000011928022,1023,012,0,0,0
0901000011913016,1023,012,0,0,0
0901000011913015,1023,012,0,0,0
0901000011881023,1104,016,0,0,0
0901000011858016,301,014,2,6,5
0901000011843042,1131,019,0,1,0
0901000011839001,1143,0110,1,6,4
090100001181A011,1135,0110,0,0,0
0901000011805016,983,013,1,4,0
0901000011805006,974,012,1,3,2
0901000011788032,969,015,2,3,7
090100001174A046,293,012,1,5,2
0901000011735022,294,012,1,13,7
0901000011716075,295,018,0,0,1
0901000011716022,295,018,1,0,1
0901000011699027,296,018,0,3,1
0901000011699019,296,018,1,4,0
0901000011684053,296,018,0,0,0
0901000011684020,296,018,2,15,13
090100001167A059,288,017,0,0,0
0901000011665062,1127,016,0,0,1
0901000011650074,1121,017,0,1,0
0901000011650063,1114,017,0,2,0
0901000011650062,1114,017,0,3,0
0901000011646020,1114,017,1,0,0
0901000011646019,1114,017,0,0,0
0901000011627039,1111,017,0,3,1
0901000011627015,1112,017,0,2,1
0901000011627003,1095,017,2,1,2
0901000011595024,1055,013,0,0,2
0901000011561015,1056,013,0,0,0
0901000011561011,1056,013,0,1,0
0901000011542045,280,011,1,6,24
0901000011542044,280,011,0,0,0
0901000011523005,1015,016,0,1,0
0901000011519017,1016,016,0,1,2
0901000011487005,1057,013,0,6,5
0901000011434014,1004,013,0,2,1
0901000011364017,294,012,1,8,4
090100001135A031,287,011,0,1,1
0901000011345012,288,017,0,4,1
0901000011330047,288,017,0,7,7
0901000011307020,303,0113,1,6,20
090100001128A008,303,0111,1,4,27
0901000011260015,303,019,0,0,3
0901000011260003,303,0111,0,0,3
0901000011241015,304,017,1,11,27
0901000011237006,304,016,1,3,1
0901000011222015,302,016,3,11,10
0901000011222013,302,016,0,1,1
0901000011222012,302,016,0,0,2
0901000011218025,301,014,0,0,0
0901000011218012,301,014,0,0,3
0901000011203003,1815,016,0,1,3
0901000011190024,304,016,0,1,5
0901000011364016,294,012,0,8,11
0901000011186016,301,014,3,7,7
0901000011148046,1123,013,0,0,0
0901000011129001,1815,014,1,6,0
0901000011114009,1815,011,0,0,0
0901000011114007,950,011,0,0,0
090100001110A023,302,016,1,3,7
0901000011078034,1134,0110,0,0,0
0901000011063004,262,013,0,1,1
0901000011059027,263,012,1,5,10
0901000011044016,951,011,2,4,12
090100001103A015,955,015,4,1,2
0901000011010015,957,015,0,0,2
0901000010987025,264,011,0,3,21
0901000010972014,264,015,0,2,2
0901000010968018,1810,015,0,3,10
0901000010968008,1810,015,0,1,2
090100001092A011,953,015,0,0,2
090100001092A002,953,015,0,1,1
0901000010900029,1121,017,0,1,0
090100001135A032,287,011,0,2,4
0901000010864013,1065,015,1,1,1
0901000010671028,1080,014,0,0,0
0901000010667015,1076,015,2,8,25
0901000011006006,262,013,0,0,0
0901000010633014,1808,019,0,1,1
0901000010633013,1808,019,1,0,2
0901000010597022,990,018,0,5,12
0901000010597014,998,018,1,0,0
0901000010563030,1070,018,0,1,1
0901000010563029,1070,018,0,0,0
0901000010544015,1071,014,3,5,12
0901000010506025,989,016,0,0,0
